Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
841,841,841,1201733,Issued,2027-10-01,JACKSON MOBILE HOME PARK,,"2240 BROOKLYN ROAD, JACKSON MI 49203","315 WEST 232 STREET, 1C, RIVERDALE, NY 10463",JACKSON,5177849833,80,02/20/2020,EKATERINA STEPANOVA,6462260989,katerina.kfs@gmail.com,42.219892,-84.387188,,
842,842,842,1201734,Issued,2027-10-01,ROBINHOOD ESTATES MOBILE HOME PARK,,"3180 N ADRIAN HWY, ADRIAN MI 49221","4670 BENNER HWY, CLAYTON, MI 49235",LENAWEE,5172065237,25,02/21/2020,MARCIA RANDALL,5172065237,randallmarcia@gmail.com,41.9304677,-84.0051228,,
843,843,843,1201736,Issued,2027-10-01,LAKESIDE MOBILE COURT,,"4302 WESTERN RD, FLINT MI 48506","PO BOX 4538, DURANGO, CO 81302",GENESEE,8107335588,71,02/28/2020,ROBBIE MOSHER,9707590427,robbie.mosher@gmail.com,43.0545325,-83.6565853,,
844,844,844,1201740,Issued,2027-10-01,PARK LANE COURT,,"3193 EAST 10 MILE ROAD, WARREN MI 48091","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",MACOMB,2487783198,168,03/16/2020,JEFFREY DAVIDSON,2487783198,jdavidson@meritusmhc.com,42.4802,-83.0728074,,
845,845,845,1201742,Issued,2027-10-01,BAYSIDE MOBILE ESTATES,,"3400 10 STREET, MENOMINEE MI 49858","2264 LONG LAKE ROAD, DETROIT LAKE, MN 56501",MENOMINEE,7014123073,97,03/20/2020,SUSAN BUSKER,7014123073,susan@busker.cc,45.1297539,-87.6124871,,
846,846,846,1201744,Issued,2027-10-01,RAVINES MHP,,"2088 EAST EMPIRE AVENUE, BENTON HARBOR MI 49022","1630 W. GUADALUPE ROAD, GILBERT, AZ 85233",BERRIEN,2699262551,232,03/23/2020,THOMAS STAPLEY,480-339-0000,licensing@rootsmg.com,42.0975244,-86.4077403,,
847,847,847,1201745,Issued,2027-10-01,,,"210 E GILES ROAD, MUSKEGON MI 49445","16925 GEORGINA, BEVERLY HILLS, MI 48025",MUSKEGON,2317441300,300,03/23/2020,LYNN GRANATA,2484109020,lynn.harmonycommunities.com,43.281426,-86.239156,,
848,848,848,1201749,Issued,2027-10-01,PINES MOBILE HOME PARK,,"3241 N 72ND AVE, HART MI 49420","PO BOX 4538, DURANGO, CO 81302",OCEANA,2318738335,48,04/01/2020,ROBBIE MOSHER,9707590427,robbie.mosher@gmail.com,43.704859,-86.3795951,,
849,849,849,1201750,Issued,2027-10-01,,,"2006 ONTARIO ROAD, NILES MI 49120","688 BALFOUR ST, GROSSE POINTE PARK, MI 48230",BERRIEN,2696832019,129,04/01/2020,DANIEL BAYER,2487563550,dan@sundanceproperties.com,41.7669833,-86.2301337,,
850,850,850,1201755,Issued,2027-10-01,BIRCHWOOD MHC,,"4155 WEST CARPENTER ROAD, FLINT MI 48504","1630 GUADALUPE RD  STE 101, ,  PO BOX 2300GILBERT, AZ 85233",GENESEE,8105437465,82,04/08/2020,THOMAS STAPLEY,480339000,LICENSING@ROOTSMG.COM,43.0715718,-83.760269,,
851,851,851,1201758,Issued,2027-10-01,,,"333 E LAKEWOOD BLVD, HOLLAND MI 49424","51 W CENTER STREET, STE. 600, OREM, UT 84057",OTTAWA,9155265308,399,04/23/2020,ROBISON PRATT,9155265308,jena@havenparkmgmt.com,42.8088042,-86.09549,,
852,852,852,1201760,Issued,2027-10-01,,,"5284 124th AVE, FENNVILLE MI 49408","PO BOX 83165, GAITHERSBURG, MD 20883",ALLEGAN,2406302734,76,05/12/2020,YANI ZIEF,2406302734,yaniv@elyaholdings.com,42.5939735,-86.0642238,,
853,853,853,1201761,Issued,2027-10-01,EDGEWOOD MANUFACTURED HOME COMMUNITY,,"7415 WHITEHALL ROAD, MUSKEGON MI 49461","4211 GLEN HOLLOW DRIVE, HUDSONVILLE, MI 49426",MUSKEGON,2318936770,65,05/12/2020,SCOTT VAN DOESELAAR,3109954071,VANDOE@VERIZON.NET,43.3928652,-86.2997505,,
854,854,854,1201765,Issued,2027-10-01,COZY CORNER PROPERTY,,"5201 N DORT HWY, FLINT MI 48505","4384 E MT MORRIS ROAD, MOUNT MORRIS, MI 48458",GENESEE,8102403445,43,05/19/2020,JAMES GROLEAU,8102403445,aftcparkservices@gmail.com,43.0616416,-83.6743704,,
855,855,855,1201767,Issued,2027-10-01,,,"8499 M-71, DURAND MI 48429","9515 HILLWOOD DR, LAS VEGAS, NV 89134",SHIAWASSEE,9892882144,239,05/20/2020,BOBBI JO SLUPE,7025416379,CHRISTYL@CRYSTALVIEWCAPITAL.COM,42.932379,-84.0004516,,
856,856,856,1201768,Issued,2027-10-01,RIVERVIEW ESTATES OF BAY CITY,,"765 S RIVER ROAD, BAY CITY MI 48708","1630 GUADALUPE RD, GILBERT, AZ 85233",BAY,9898938011,197,05/20/2020,THOMAS STAPLEY,48043390000,licensing@rootsmg.com,43.5427793,-83.8864043,,
857,857,857,1201770,Issued,2027-10-01,VALLEY MOBILE HOME PARK,,"3477 HURON ROAD, BAY CITY MI 48706","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780",BAY,9893914118,25,05/20/2020,STEVE MCCROSKY,9492987185,steve@discoverpropertiesllc.com,43.639826,-83.925327,,
858,858,858,1201773,Issued,2027-10-01,SUMMERHILL VILLAGE,,"5280 S MISSION ROAD, MOUNT PLEASANT MI 48858","600 22nd STREET, STE. 101, OAK BROOK, IL 60523",ISABELLA,9899446084,305,06/04/2020,KEVIN SHAUGHNESSY,7087811031,kshaughnessy@fourleafprop.com,43.5645399,-84.7673623,,
859,859,859,1201774,Issued,2027-10-01,,,"520 13TH ST, THREE RIVERS MI 49093","688 BALFOUR ST, GROSSE POINTE PARK, MI 48230",ST JOSEPH,2698165196,115,06/04/2020,DANIEL BAYER,2487562550,dan@sundanceproperties.com,41.9375327,-85.6185328,,
860,860,860,1201775,Issued,2027-10-01,,,"3885 E STAGE ROAD, IONIA MI 48846","PO BOX 83165, GAITHERSBURG, MD 20883",IONIA,2406302736,50,06/04/2020,YANIV ZIEF,2406302734,yaniv@elyaholdings.com,42.992474,-84.998331,,
861,861,861,1201776,Issued,2027-10-01,GARFIELD OAKS,,"3011 N GARFIELD ROAD, TRAVERSE CITY MI 49686","129 E FRONT STREET, 2ND FLOOR, TRAVERSE CITY, MI 49684",GRAND TRAVERSE,4433792525,53,06/24/2020,W TURNER BOOTH,4433792525,turner@manitoucommunities.com,44.7310459,-85.5962575,,
862,862,862,1201778,Issued,2027-10-01,,,"3400 BENMARK PLACE, FLINT MI 48506","3400 BENMARK PL, FLINT, MI 48506",GENESEE,8107367000,126,07/15/2020,MARGO J BENMARK,8107367000,Stacy.Benmark@ymail.com,43.056978,-83.6379377,,
863,863,863,1201779,Issued,2027-10-01,,,"1655 S REESE ROAD, REESE MI 48757","4770 GROVELAND ROAD, ORTONVILLE, MI 48462",TUSCOLA,2484670219,140,07/15/2020,PAUL BREAKIE,2484670219,paul@diamondforestproperties.com,43.4611143,-83.6979924,,
864,864,864,1201780,Issued,2027-10-01,,,"12919 TIPTON HWY, CLINTON MI 49236","PO BOX 1526, NOVI, MI 48376",LENAWEE,734-740-5833,73,07/24/2020,DAVID LUNDGREN,3134341701,pleasntvalleyest@gmail.com,42.07035,-84.065029,,
865,865,865,1201782,Issued,2027-10-01,,,"1205 YORK BLVD, CARLETON MI 48117","19269 RIVER VALLEY DR, MACOMB, MI 48044",MONROE,7346548800,280,08/05/2020,DEBRA M ZILLI,5868171687,debzilli@comcast.net,42.05146209999999,-83.3923126,,
866,866,866,1201783,Issued,2027-10-01,,,"43124 M 43, PAW PAW MI 49079","525 SHELDEN ROAD, GROSSE POINTE, MI 48236",VAN BUREN,5862609000,59,08/13/2020,MATTHEW HENDRICKSON,5862609000,PSMC135@GMAIL.COM,42.3058665,-85.9685935,,
867,867,867,1201784,Issued,2027-10-01,,,"4400 EDGAR ROAD, LESLIE MI 49251","4080 RIDLEY RD, LESLIE, MI 49251",INGHAM,5175895600,39,08/13/2020,RANDY L AUGE,5175895600,lesliecountrymanor@gmail.com,42.453976,-84.504204,,
868,868,868,1201785,Issued,2027-10-01,,,"2070 S ALMONT AVE, IMLAY CITY MI 48444","16925 GEORGINA, BEVERLY HILLS, MI 48025",LAPEER,8107242900,210,08/31/2020,LYNN GRANATA,2484109020,lynn@harmonycommunities.com,43.0049901,-83.0769877,,
869,869,869,1201786,Issued,2027-10-01,,,"38000 LECHATEAU BLVD, CLINTON TOWNSHIP MI 48038","51 W CENTER STREET, STE. 600, OREM, UT 84057",MACOMB,3852513804,1000,09/15/2020,ROBISON PRATT,3852513804,cassidy@havenparkmgmt.com,42.5739556,-82.9609057,,
870,870,870,1201790,Issued,2027-10-01,,,"714 MILL STREET, LESLIE MI 49251","14055 RIVERSIDE DR, STE. 210, PALM BEACH GARDENS, FL 33410",INGHAM,2489779543,78,10/08/2020,AMIN KHOURY,262-215-7111,kcreager@mcmhomes.us,42.4478056,-84.4230315,,
871,871,871,1201792,Issued,2027-10-01,,,"875 W GRAND RIVER AVE., #75, WILLIAMSTON MI 48033","10455 RIVERSIDE DR., STE. 210, PALM BEACH GARDENS, FL 33410",INGHAM,2489779543,99,10/15/2020,AMIN J KHOURY,262-215-7111,kcreager@mcmhomes.us,42.6856257,-84.295057,,
872,872,872,1201794,Issued,2027-10-01,THE WOODS AT CRYSTAL LAKE,,"6747 ASH DRIVE, BENZONIA MI 49616","129 E FRONT ST., 2ND FLOOR, TRAVERSE CITY, MI 49684",BENZIE,4433792525,47,10/30/2020,W TURNER BOOTH,4433792525,turner@manitoucommunities.com,44.6246371,-86.1042273,,
873,873,873,1201796,Issued,2027-10-01,,,"229 E WALTON BLVD, PONTIAC MI 48340","9515 HILLWOOD DR, LAS VEGAS, NV 89134",OAKLAND,2483359905,257,11/20/2020,EMILY WISURI,7025416379,COMPLIANCE@OSPREY-MANAGEMENT.COM,42.6774773,-83.2924431,,
874,874,874,1201797,Issued,2027-10-01,,,"5148 DOVE ROAD, KIMBALL MI 48074","PO BOX 20208, COLUMBUS, OH 43240",ST CLAIR,8106424646,68,12/02/2020,BRIAN LANGENMAYR,8106424646,brian@buckeyecommunities.com,42.9512492,-82.5275837,,
875,875,875,1201798,Issued,2027-10-01,,,"6940 LANSING AVE, JACKSON MI 49201","3272 WEST RD, TRENTON, MI 48183",JACKSON,7343065064,13,12/03/2020,BRENDA ICE,7343065064,ICE.ROBERT@GMAIL.COM,42.3468116,-84.415194,,
876,876,876,1201799,Issued,2027-10-01,,,"4310 MEADOW LANE, TRAVERSE CITY MI 49685","51 W CENTER ST., STE. 600, OREM, UT 84057",GRAND TRAVERSE,3852513864,483,12/03/2020,ROBISON PRATT,3852513804,cassidy@havenparkmgmt.com,44.6980181,-85.6624787,,
877,877,877,1201800,Issued,2027-10-01,,,"12481 LONG LAKE ROAD, SPARTA MI 49345","10455 RIVERSIDE DR, PALM BEACH GARDENS, FL 33410",KENT,2489779543,157,12/03/2020,AMIN J KHOURY,5613667983,ann.trebby@kadlp.com,43.1908764,-85.681885,,
878,878,878,1201801,Issued,2027-10-01,,,"7659 N INKSTER ROAD, WESTLAND MI 48185","PO BOX 2097, DEARBORN, MI 48123",WAYNE,3139957300,133,12/03/2020,NABEEL HAMAMEH,3139957300,westbornvillage@gmail.com,42.34515649999999,-83.3148749,,
879,879,879,1201803,Issued,2027-10-01,RIVERWOOD,,"501 E JEFFERSON STREET, BELLEVUE MI 49021","6622 BAINTER DR #486, JOHANNESBURG, MI 49751",EATON,No Phone,50,12/08/2020,ANNA WOOD,No Phone,actheis12@gmail.com,42.449333,-85.010723,,
880,880,880,1201804,Issued,2027-10-01,,,"27 MILE ROAD, ALBION MI 49224","600 22ND STREET, STE. 101, OAK BROOK, IL 60523",CALHOUN,7087811031,341,12/09/2020,KEVIN SHAUGHNESSY,7087811031,kshaughnessy@fourleafprop.com,42.2576275,-84.7758959,,
881,881,881,1201806,Issued,2027-10-01,,,"116 WEST CHURCH, HARRISVILLE MI 48740","11338 BARTZ ROAD, HUBBARD LAKE, MI 49747",ALCONA,9898843888,15,12/17/2020,RONALD LISKE,9898843888,,44.6593946,-83.2946486,,
882,882,882,1201809,Issued,2027-10-01,NORTHERNAIRE MOBILE ESTATES,,"55 RILINGS STREET, GWINN MI 49841","200 S HERIC DRIVE, GWINN, MI 49841",MARQUETTE,9062359400,115,01/06/2021,KYLE AHO,9062359400,ahok1@cmich.edu,46.27997879999999,-87.4196601,,
883,883,883,1201812,Issued,2027-10-01,,,"48790 DEQUINDRE ROAD, SHELBY TWP MI 48317","51 W CENTER STREET, STE. 600, OREM, UT 84057",MACOMB,3852513804,303,02/17/2021,ROBISON PRATT,3852513804,cassidy@havenparkmgmt.com,42.65144069999999,-83.0892115,,
884,884,884,1201813,Issued,2027-10-01,,,"1 LARNED ROAD, PORT AUSTIN MI 48467","P.O. BOX 130, MARYSVILLE, MI 48040",HURON,8104881155,36,02/18/2021,RICHARD JAHN,8105600028,cutntrim@rocketmail.com,44.0400775,-83.0096698,,
885,885,885,1201814,Issued,2027-10-01,SYLVAN LAKE ESTATES MHC,,"451 S TELEGRAPH ROAD, PONTIAC MI 48053","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",OAKLAND,2483351751,82,02/23/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.6229948,-83.3237766,,
886,886,886,1201816,Issued,2027-10-01,"RAISIN VALLEY ESTATES, MHC",,"4897 N ADRIAN HWY, ADRIAN MI 49221","11150 MARGARET ETTA, DEXTER, MI 48130",LENAWEE,7342604036,26,02/24/2021,CHRISTINE HOLIFIELD,7346575674,cholifield@hotmail.com,41.9296914,-84.0076892,,
887,887,887,1201817,Issued,2027-10-01,HAMLET OF HUNTERS CREEK MOBILE HOME PARK,,"11334 120TH AVENUE, RODNEY MI 49342","PO BOX 83165, GAITHERSBURG, MD 20883",MECOSTA,2406302734,50,02/24/2021,YANIV ZIEF,2406302734,yaniv@elyaholdings.com,43.6314596,-85.3240843,,
888,888,888,1201819,Issued,2027-10-01,THE WOODLANDS MANUFACTURED HOME COMMUNITY,,"1441 W ROMEO ROAD, OAKLAND MI 48363","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",OAKLAND,2486931800,375,03/05/2021,JOEL BROWN,2486260737,licenses@rhp.com,42.7951351,-83.16624,,
889,889,889,1201820,Issued,2027-10-01,SHADYLANE ESTATES MHC,,"2709 CAPITOL #92, WARREN MI 48091","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034",MACOMB,5867578448,270,03/05/2021,JEFFREY DAVIDSON,2487025900,jdavidson@cambiomhc.com,42.4650458,-83.0766651,,
890,890,890,1201822,Issued,2027-10-01,,,"9640 N GREENVILLE ROAD, LAKEVIEW MI 48850","3330 GRAND RIDGE DR NE, GRAND RAPIDS, MI 49525",MONTCALM,6162927092,23,03/24/2021,GARY HENSCH,6162927092,gary@redstone-group.com,43.42853179999999,-85.2625794,,
891,891,891,1201823,Issued,2027-10-01,,,"2701 HUIZENGA SREET, NORTH SHORES MI 49444","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",MUSKEGON,2317334358,111,03/26/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,43.2037741,-86.221815,,
892,892,892,1201824,Issued,2027-10-01,,,"6122 DIVISION AVE, GRAND RAPIDS MI 49548","PO BOX 7008, BLOOMFIELD, MI 48302",KENT,6165327965,190,03/26/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.8525858,-85.6585186,,
893,893,893,1201825,Issued,2027-10-01,,,"6148 DIVISION AVE S, GRAND RAPIDS MI 49548","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",KENT,6165327965,156,03/26/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.8516212,-85.6633467,,
894,894,894,1201826,Issued,2027-10-01,,,"271 GREEN STREET, SPRINGPORT MI 49284","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",JACKSON,5716284400,81,03/26/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.3755092,-84.68615,,
895,895,895,1201827,Issued,2027-10-01,,,"3435 W SAINT JOSEPH STREET, LANSING MI 48917","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",INGHAM,5173677406,158,03/31/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.724506,-84.5982484,,
896,896,896,1201828,Issued,2027-10-01,ARCADIAN OAKS MHC,,"1301 A AVENUE A, SPRINGFIELD MI 49037","PO BOX 7008, BLOOMFIELD, MI 48302",CALHOUN,2699632652,37,03/31/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.3250111,-85.2531656,,
897,897,897,1201831,Issued,2027-10-01,,,"865 S VAN DYKE, BAD AXE MI 48413","PO BOX 130, MARYSVILLE, MI 48040",HURON,8104881155,40,04/08/2021,RICHARD JAHN,8105600028,cutntrim@rocketmail.com,43.7999533,-83.0202553,,
898,898,898,1201832,Issued,2027-10-01,VICTORIA WOODS MHP,,"2574 WEST MIDLAND ROAD, MIDLAND MI 48642","18910 PROSPECT AVE, SONOMA, CA 95476",BAY,4156804955,52,04/08/2021,TIMOTHY L SCHROEDER,4156804955,tls@parkcitycapitalpartners.com,43.6050039,-84.1527157,,
899,899,899,1201833,Issued,2027-10-01,HARRISON MOBILE HOME PARK,,"1820 HAMPTON ROAD, HARRISON MI 48625","6088 W Q AVE, KALAMAZOO, MI 49009",CLARE,9895393128,6,04/20/2021,FRED KRYMIS,2692679564,krymis@gmail.com,44.0348891,-84.8135826,,
900,900,900,1201834,Issued,2027-10-01,ROYAL HOLIDAY,,"39500 W WARREN ROAD, CANTON MI 48187","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034",WAYNE,7344552666,436,05/03/2021,JEFFREY DAVIDSON,2487025900,jdavidson@cambiomhc.com,42.3323419,-83.4308154,,
901,901,901,1201836,Issued,2027-10-01,HOLIDAY WEST,,"50333 WILLIS ROAD, BELLEVILLE MI 48111","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",WAYNE,7344619797,844,05/10/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.1555057,-83.5280298,,
902,902,902,1201837,Issued,2027-10-01,HOLIDAY WOODS MHC,,"20749 MARTINSVILLE ROAD, BELLEVILLE MI 48111","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",WAYNE,7346979100,321,05/10/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.1520522,-83.4576783,,
903,903,903,1201839,Issued,2027-10-01,HIGHLAND GREENS,,"2377 N MILFORD ROAD, HIGHLAND MI 48357","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",OAKLAND,8448237339,907,05/11/2021,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.6617139,-83.6189729,,
904,904,904,1201841,Issued,2027-10-01,FLUSHING ESTATES,,"7416 GILLETTE ROAD, FLUSHING MI 48433","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",GENESEE,8106595111,280,05/12/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,43.1142419,-83.8579674,,
905,905,905,1201843,Issued,2027-10-01,KINGS COURT ADRIAN MHP,,"1142 LANSING #3c, ADRIAN MI 49221","31550 NORTHWESTERN HWY  STE 220, FARMINGTON HILLS, MI 48334",LENAWEE,5863335622,123,06/18/2021,NORMAN WEINSTEIN,2488650066,MSRECOMPLIANCE@MSHAPIROREALESTATE.COM,41.8871515,-84.0227836,,
906,906,906,1201844,Issued,2027-10-01,,,"3300 ELIZABETH LAKE ROAD, WATERFORD MI 48328","PO BOX 891, ROYAL OAK, MI 48068",OAKLAND,2486820810,142,06/24/2021,DAVID RUBY,2483018335,JDELMOTTE@GEMSTONECOMMUNITIES.COM,42.6405222,-83.3513097,,
907,907,907,1201845,Issued,2027-10-01,,,"7805 S DIVISION, GRAND RAPIDS MI 49548","PO BOX 891, ROYAL OAK, MI 48068",KENT,6164553420,151,06/24/2021,DAVID RUBY,2483018335,jdelmotte@gemstonecommunities.com,42.86447709999999,-85.6588999,,
908,908,908,1201846,Issued,2027-10-01,,,"1290 SOUTH HURON, CHEBOYGAN MI 49721","449 HUDSON DRIVE, DORCHESTER, ON N0L1G5",CHEBOYGAN,5192688500,112,07/01/2021,TOWSON BAILLIE,5122688500,gamobilehomepark@gmail.com,45.6257345,-84.4841809,,
909,909,909,1201847,Issued,2027-10-01,,,"1806 E WEBSTER ROAD, FLINT MI 48505","155 RIDGE ROAD, WATCHUNG, NJ 07069",GENESEE,8107897011,251,07/02/2021,ARJAV PARIKH,2013417173,arjav.parikh@tcmanagement.com,43.065783,-83.6657207,,
910,910,910,1201849,Issued,2027-10-01,,,"5040 RASMUSSEN ROAD, LUDINGTON MI 49431","PO BOX 620130, OVIEDO, FL 32762",MASON,4079004841,70,07/02/2021,ANDREW KEEL,407-461-9451,andrew@keelteam.com,43.9744063,-86.405829,,
911,911,911,1201851,Issued,2027-10-01,,,"400 CEDAR RIVER DRIVER, FOWLERVILLE MI 48826","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",LIVINGSTON,5172238500,119,07/08/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.6530631,-84.0763563,,
912,912,912,1201853,Issued,2027-10-01,TROY VILLA MANUFACTURED HOME COMMUNITY,,"2100 STEPHENSON HWY, TROY MI 48083","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034",OAKLAND,248-689-1167,282,07/20/2021,BRUCE THELEN,2482082500,licensing@suncommunities.com,42.55447849999999,-83.121337,,
913,913,913,1201855,Issued,2027-10-01,,,"452 ELM STREET, BRECKENRIDGE MI 48615","PO BOX 622023, OVIEDO, FL 32762",GRATIOT,3134861535,46,07/20/2021,ANDREW KEEL,4079004841,keelexpenses@gmail.com,43.4150146,-84.4867723,,
914,914,914,1201856,Issued,2027-10-01,,,"315 LINWOOD AVE, ALMA MI 48801","PO BOX 622023, OVIEDO, FL 32762",GRATIOT,3134861531,44,07/20/2021,ANDREW KEEL,4079004841,keelexpenses@gmail.com,43.378488,-84.6386836,,
915,915,915,1201857,Issued,2027-10-01,,,"2856 W CARLETON ROAD, HILLSDALE MI 49242","PO BOX 622023, OVIEDO, FL 32762",MONROE,3134449242,319,08/29/2018,ANDREW KEEL,4079004841,keelexpenses@gmail.com,41.9398517,-84.6473606,,
916,916,916,1201860,Issued,2027-10-01,,,"2960 EAST ALPINE BLVD, BAY CITY MI 48706","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334",BAY,9897783329,140,08/18/2021,ELI WEINER,5304002354,eli@boavidacommunities.com,43.631026,-83.9346402,,
917,917,917,1201861,Issued,2027-10-01,,,"3900 W JEFFERSON AVE, TRENTON MI 48183","P.O. BOX 481, TRENTON, MI 48183",WAYNE,7344790552,65,08/19/2021,DAVID GERISH,7344790552,sueg@gerishbuilthomes.com,42.1319691,-83.1855196,,
918,918,918,1201862,Issued,2027-10-01,COUNTRY ESTATES MOBILE HOME COMMUNITY,,"14700 STATE ROAD, SPRING LAKE MI 49456","38505 WOODWARD AVE, STE. 275, BLOOMFIELD HILLS, MI 48304",OTTAWA,2483551550,255,08/19/2021,JORDAN NODEL,2483551550,patty@nodelparks.com,43.0863348,-86.1528697,,
919,919,919,1201863,Issued,2027-10-01,,,"70710 ELKHART, EDWARDSBURG MI 49112","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",CASS,2696635085,28,08/24/2021,JOEL K BROWN,2486260737,licenses@rhp.com,41.7713165,-86.050882,,
920,920,920,1201864,Issued,2027-10-01,,,"440 68TH STREET SW, GRAND RAPIDS MI 49548","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",KENT,6164559130,205,08/24/2021,JOEL K BROWN,2486260737,licenses@rhp.com,42.8364982,-85.6749501,,
921,921,921,1201865,Issued,2027-10-01,,,"69425 M-62, EDWARDSBURG MI 49112","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",CASS,2696635085,108,08/24/2021,JOEL K BROWN,2486260737,licenses@rhp.com,41.7903717,-86.0837402,,
922,922,922,1201866,Issued,2027-10-01,,,"1704 S M-52, OWOSSO MI 48867","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGH, PA 15219",SHIAWASSEE,2488206968,61,08/27/2021,AKSHITA BANERJEE,203-501-0796,compliance@evergreenparke.com,42.8147674,-84.2207655,,
923,923,923,1201867,Issued,2027-10-01,,,"160 S. M553, GWINN MI 49841","1117 EAGLE WAY, VIRGINIA BEACH, VA 23456",MARQUETTE,906 275 2075,48,08/31/2021,JOHN BRINKOS,8432090769,john@brinkoscapital.com,46.28105559999999,-87.4409718,,
924,924,924,1201869,Issued,2027-10-01,,,"9575 DEVILS LAKE HWY, MANITOU BEACH MI 49253","14 YEARLING CT, ROCKVILLE, MD 20850",LENAWEE,2406720614,72,09/17/2021,YANIV ZIEF,2406720614,,41.980695,-84.311255,,
925,925,925,1201870,Issued,2027-10-01,,,"2125 GENEVA HWY, MANITOU BEACH MI 49253","PO BOX 83165, GAITHERSBURG, MD 20883",LENAWEE,2406720614,108,09/17/2021,YANIV ZIEF,2406720614,YANIV@ELYAHOLDINGS.COM,41.9636744,-84.284232,,
926,926,926,1201873,Issued,2027-10-01,PROSPECT MANOR MOBILE HOME COMMUNITY,,"1012 S LAGRAVE STREET, PAW PAW MI 49079","3916 N POTSDAM AVE. #2512, SIOUX FALLS, SD 57104",VAN BUREN,2692008060,52,09/20/2021,CHRISTOPHER KELCH,6306420537,chriskelchrei@gmail.com,42.20427979999999,-85.8773587,,
927,927,927,1201874,Issued,2027-10-01,,,"801 PACKARD HIGHWAY, CHARLOTTE MI 48813","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33401",EATON,5172047411,40,09/27/2021,AMIN KHOURY,2622157111,kcreager@mcmhomes.us,42.583524,-84.8191308,,
928,928,928,1201875,Issued,2027-10-01,,,"458 EATON PINES BLVD, EATON RAPIDS MI 48827","10455 RIVERSIDE DRIVE, STE. 210, PALM BEACH GARDENS, FL 33410",EATON,5176632772,148,10/07/2021,AMIN KHOURY,2622157111,kcreager@mcmhomes.us,42.5019107,-84.6635518,,
929,929,929,1201878,Issued,2027-10-01,STANDISH MISSIONS,,"423 S CASS STREET, STANDISH MI 48658","1877 ORCHARD LAKE RD., STE. 204, SYLVAN LAKE, MI 48320",ARENAC,2487580022,38,10/12/2021,EVDUZA RAMAJ,5869955054,evduza@insiderealty.com,43.97691409999999,-83.9544278,,
930,930,930,1201879,Issued,2027-10-01,,,"140 NORTH PLEASANT AVE, LOWELL MI 49331","1625 WALKER AVE., STE. 141371, GRAND RAPIDS, MI 49504",KENT,6162923922,17,10/12/2021,RICK VISSER,6162923922,provisr@gmail.com,42.933006,-85.3480935,,
931,931,931,1201880,Issued,2027-10-01,HIGHLAND HILLS,,"1200 W HIGHLAND ROAD, HIGHLAND MI 48031","PO BOX 7008, BLOOMFIELD HILLS, MI 48302",OAKLAND,2488872000,306,10/21/2021,JEFFREY DAVIDSON,2487783198,jdavidson@cambiomhc.com,42.6218993,-83.9454409,,
