,Name,Address,City.State,ZIP,Sites,Url,House district,Senate district,FullstreetAddress,latitude,longitude,County,state
961,Riverview Manufactured Housing Community,"95 Viking Drive,","Sparta, MI",49345,154,https://www.mhvillage.com/parks/15096,90,33,"95 Viking Drive, Sparta, MI 49345",43.19121901,-85.68319703,Kent County,Michigan
962,Glenwood Estates,"1211 Glen Park Drive,","Sparta, MI",49345,234,https://www.mhvillage.com/parks/163,90,33,"1211 Glen Park Drive, Sparta, MI 49345",43.12323499,-85.701485,Kent County,Michigan
963,Whispering Pines,"9397 Alpine Avenue,","Sparta, MI",49345,50,https://www.mhvillage.com/parks/15039,90,33,"9397 Alpine Avenue, Sparta, MI 49345",43.13453501,-85.69174799,Kent County,Michigan
964,Parkwood Green Village,"1 Jack Pine,","Sparta, MI",49345,99,https://www.mhvillage.com/parks/226,90,33,"1 Jack Pine, Sparta, MI 49345",43.13201514,-85.68646188,Kent County,Michigan
965,Sunset Shores,"10406 Pierce Rd.,","Stanwood, MI",49346,80,https://www.mhvillage.com/parks/76392,100,34,"10406 Pierce Rd., Stanwood, MI 49346",43.57349277,-85.29987751,Mecosta County,Michigan
966,Buck's Mobile Home Park,"21965 8 Mile Road,","Stanwood, MI",49346,NA,https://www.mhvillage.com/parks/15595,100,34,"21965 8 Mile Road, Stanwood, MI 49346",43.58388815,-85.52515194,Mecosta County,Michigan
967,Roger Heights Mobile Home Park,"11299 Riverside Drive,","Stanwood, MI",49346,NA,https://www.mhvillage.com/parks/52249,100,34,"11299 Riverside Drive, Stanwood, MI 49346",43.63301071,-85.46130875,Mecosta County,Michigan
968,Hunters Glen,"1132 Hunters Glen Boulevard,","Wayland, MI",49348,280,https://www.mhvillage.com/parks/29480,79,18,"1132 Hunters Glen Boulevard, Wayland, MI 49348",42.73193502,-85.65796498,Allegan County,Michigan
969,Windsor Woods Village,"1135 West Superior Street,","Wayland, MI",49348,314,https://www.mhvillage.com/parks/15869,43,18,"1135 West Superior Street, Wayland, MI 49348",42.67570401,-85.655767,Allegan County,Michigan
970,Rabbit River,"3471 Homer Drive,","Wayland, MI",49348,102,https://www.mhvillage.com/parks/15125,43,18,"3471 Homer Drive, Wayland, MI 49348",42.67225031,-85.62110265,Allegan County,Michigan
971,Yankee Springs Meadows,"1330 North Patterson Road,","Wayland, MI",49348,284,https://www.mhvillage.com/parks/456,43,18,"1330 North Patterson Road, Wayland, MI 49348",42.67147299,-85.54163599,Barry County,Michigan
972,Shady Shores Association,"2965 Patterson Road,","Wayland, MI",49348,115,https://www.mhvillage.com/parks/15567,43,18,"2965 Patterson Road, Wayland, MI 49348",42.610225,-85.54256101,Barry County,Michigan
973,Leisure Time,"4799 South Spruce Avenue,","White Cloud, MI",49349,94,https://www.mhvillage.com/parks/51641,101,33,"4799 South Spruce Avenue, White Cloud, MI 49349",43.46846601,-85.74594102,Newaygo County,Michigan
974,Maple Lane Mobile Home Park,"65 South North Street,","White Cloud, MI",49349,30,https://www.mhvillage.com/parks/485,101,33,"65 South North Street, White Cloud, MI 49349",43.55256635,-85.77703609,Newaygo County,Michigan
975,Sportsman Park,"2500 Sportsman Drive,","White Cloud, MI",49349,75,https://www.mhvillage.com/parks/30405,101,33,"2500 Sportsman Drive, White Cloud, MI 49349",43.51093698,-85.63390498,Newaygo County,Michigan
976,Zmrzlik Mobile Home Park,"277 Echo Drive,","White Cloud, MI",49349,NA,https://www.mhvillage.com/parks/52252,101,33,"277 Echo Drive, White Cloud, MI 49349",43.54332816,-85.79471028,Newaygo County,Michigan
977,Knollwood,"4595 Knollwood Drive,","Allendale, MI",49401,161,https://www.mhvillage.com/parks/298,89,30,"4595 Knollwood Drive, Allendale, MI 49401",42.97336938,-85.89835881,Ottawa County,Michigan
978,Allendale Meadows,"11400 Boyne Boulevard,","Allendale, MI",49401,352,https://www.mhvillage.com/parks/195,89,30,"11400 Boyne Boulevard, Allendale, MI 49401",42.97545169,-85.91077864,Ottawa County,Michigan
979,Boulder Ridge,"4370 Pingree,","Allendale, MI",49401,96,https://www.mhvillage.com/parks/30512,89,30,"4370 Pingree, Allendale, MI 49401",42.98133402,-85.890095,Ottawa County,Michigan
980,Timberline Estates,"260 Pin Oak Drive,","Coopersville, MI",49404,296,https://www.mhvillage.com/parks/211,89,30,"260 Pin Oak Drive, Coopersville, MI 49404",43.05574998,-85.92993704,Ottawa County,Michigan
981,Grand Country Mobile Village,"13401 84th Street,","Coopersville, MI",49404,52,https://www.mhvillage.com/parks/15295,89,30,"13401 84th Street, Coopersville, MI 49404",43.01101002,-85.996746,Ottawa County,Michigan
982,Dogwood Manor,"5289 124th Avenue,","Fennville, MI",49408,76,https://www.mhvillage.com/parks/15114,43,20,"5289 124th Avenue, Fennville, MI 49408",42.59483202,-86.06445502,Allegan County,Michigan
983,Douglas Estates,"2734 Blue Star Highway,","Fennville, MI",49408,175,https://www.mhvillage.com/parks/242,38,20,"2734 Blue Star Highway, Fennville, MI 49408",42.61665698,-86.21219101,Allegan County,Michigan
984,Johnson's Mobile Village,"2734 Blue Star Highway,","Fennville, MI",49408,78,https://www.mhvillage.com/parks/15120,38,20,"2734 Blue Star Highway, Fennville, MI 49408",42.61665698,-86.21219101,Allegan County,Michigan
985,Lake Park Trailer Resort,"2126 Lakeshore Drive,","Fennville, MI",49408,60,https://www.mhvillage.com/parks/15121,38,20,"2126 Lakeshore Drive, Fennville, MI 49408",42.57211098,-86.23164398,Allegan County,Michigan
986,Orchard Hills Village,"2400 56th Street,","Fennville, MI",49408,167,https://www.mhvillage.com/parks/15903,43,20,"2400 56th Street, Fennville, MI 49408",42.59589501,-86.09511602,Allegan County,Michigan
987,Riverside Estates Mobile Home Community,"6200 Arrowhead Drive,","Fennville, MI",49408,41,https://www.mhvillage.com/parks/58541,38,20,"6200 Arrowhead Drive, Fennville, MI 49408",42.6305103,-86.15181899,Allegan County,Michigan
988,Country View Estates,"401 Market Street,","Fremont, MI",49412,134,https://www.mhvillage.com/parks/15961,101,33,"401 Market Street, Fremont, MI 49412",43.472564,-85.968917,Newaygo County,Michigan
989,Fremont Hills Mobile Home Park,"927 Lake Drive,","Fremont, MI",49412,58,https://www.mhvillage.com/parks/15625,101,33,"927 Lake Drive, Fremont, MI 49412",43.46187498,-85.96027299,Newaygo County,Michigan
990,Meadowview Village,"1307 Locust Street,","Fremont, MI",49412,86,https://www.mhvillage.com/parks/15624,101,33,"1307 Locust Street, Fremont, MI 49412",43.4625636,-85.96901043,Newaygo County,Michigan
991,Rob-Ann Mobile Home Court,"1215 Locust Street,","Fremont, MI",49412,84,https://www.mhvillage.com/parks/15623,101,33,"1215 Locust Street, Fremont, MI 49412",43.46354463,-85.96479213,Newaygo County,Michigan
992,Hidden Oaks MHC,"14787 Apple Drive,","Fruitport, MI",49415,104,https://www.mhvillage.com/parks/194,88,31,"14787 Apple Drive, Fruitport, MI 49415",43.11642553,-86.15474776,Ottawa County,Michigan
993,River Haven Village,"14546 Mercury Drive,","Grand Haven, MI",49417,721,https://www.mhvillage.com/parks/15300,88,31,"14546 Mercury Drive, Grand Haven, MI 49417",43.022108,-86.14818998,Ottawa County,Michigan
994,The Village Green Mobile Home Park,"1700 Robbins Road,","Grand Haven, MI",49417,392,https://www.mhvillage.com/parks/230,88,31,"1700 Robbins Road, Grand Haven, MI 49417",43.04304,-86.19973298,Ottawa County,Michigan
995,Pine Ridge Community,"4629 134th Avenue,","Hamilton, MI",49419,49,https://www.mhvillage.com/parks/15957,43,20,"4629 134th Avenue, Hamilton, MI 49419",42.66763601,-85.99909897,Allegan County,Michigan
996,Shady Acres Community LLC,"4390 132nd Avenue,","Hamilton, MI",49419,60,https://www.mhvillage.com/parks/15130,43,20,"4390 132nd Avenue, Hamilton, MI 49419",42.65155298,-85.97587196,Allegan County,Michigan
997,Amber Estates,"47th St,","Hamilton, MI",49419,49,https://www.mhvillage.com/parks/128354,43,20,"47th St, Hamilton, MI 49419",42.66093293,-86.00575677,Allegan County,Michigan
998,Hylander Valley,"231 North Eastwood Road,","Hart, MI",49420,71,https://www.mhvillage.com/parks/15619,102,32,"231 North Eastwood Road, Hart, MI 49420",43.76408571,-86.35699932,Oceana County,Michigan
999,Pines Mobile Home Park,"3241 72nd Street,","Hart, MI",49420,48,https://www.mhvillage.com/parks/15621,102,32,"3241 72nd Street, Hart, MI 49420",43.70167223,-86.36095162,Oceana County,Michigan
1000,Hesperia MHP,"946 North Smith St,","Hesperia, MI",49421,99,https://www.mhvillage.com/parks/106678,101,33,"946 North Smith St, Hesperia, MI 49421",43.572347,-86.02723501,Newaygo County,Michigan
1001,Evergreen Village Mobile Home Park,"946 N. Smith St.,","Hesperia, MI",49421,99,https://www.mhvillage.com/parks/15630,101,33,"946 N. Smith St., Hesperia, MI 49421",43.572347,-86.02723501,Newaygo County,Michigan
1002,Hidden Creek Community,"4790 Hidden Creek Drive,","Holland, MI",49423,202,https://www.mhvillage.com/parks/37908,43,31,"4790 Hidden Creek Drive, Holland, MI 49423",42.76813,-86.06186903,Allegan County,Michigan
1003,Ottogan Mobile Home Estates,"173 Lizbeth Drive,","Holland, MI",49423,272,https://www.mhvillage.com/parks/27721,85,31,"173 Lizbeth Drive, Holland, MI 49423",42.77388099,-86.002224,Ottawa County,Michigan
1004,Candlelight Manor,"155 East 48th Street,","Holland, MI",49423,73,https://www.mhvillage.com/parks/16036,86,31,"155 East 48th Street, Holland, MI 49423",42.755165,-86.09949196,Allegan County,Michigan
1005,Willow Mobile Home Park,"1055 Lincoln Avenue,","Holland, MI",49423,99,https://www.mhvillage.com/parks/249,86,31,"1055 Lincoln Avenue, Holland, MI 49423",42.75931098,-86.09562396,Allegan County,Michigan
1006,Lincoln Estates,"1139 Lincoln Avenue,","Holland, MI",49423,191,https://www.mhvillage.com/parks/231,86,31,"1139 Lincoln Avenue, Holland, MI 49423",42.756618,-86.09545398,Allegan County,Michigan
1007,Country Acres Mobile Home Park,"A-5904 142nd Avenue,","Holland, MI",49423,100,https://www.mhvillage.com/parks/240,43,31,"A-5904 142nd Avenue, Holland, MI 49423",42.72320199,-86.12750696,Allegan County,Michigan
1008,Windmill Estates,"333 East Lakewood Boulevard,","Holland, MI",49424,400,https://www.mhvillage.com/parks/190,86,31,"333 East Lakewood Boulevard, Holland, MI 49424",42.80693201,-86.094308,Ottawa County,Michigan
1009,Waverly Shores Village,"11777 Riley Street,","Holland, MI",49424,326,https://www.mhvillage.com/parks/15926,86,31,"11777 Riley Street, Holland, MI 49424",42.828638,-86.07278697,Ottawa County,Michigan
1010,Lakeview Mobile Park,"401 Howard Avenue,","Holland, MI",49424,40,https://www.mhvillage.com/parks/15297,86,31,"401 Howard Avenue, Holland, MI 49424",42.797036,-86.12625898,Ottawa County,Michigan
1011,Holiday West Village,"3611 Butternut Drive,","Holland, MI",49424,341,https://www.mhvillage.com/parks/15728,86,31,"3611 Butternut Drive, Holland, MI 49424",42.83011602,-86.150422,Ottawa County,Michigan
1012,Leisure Estates,"523 Butternut Drive,","Holland, MI",49424,NA,https://www.mhvillage.com/parks/40935,86,31,"523 Butternut Drive, Holland, MI 49424",42.81636999,-86.12084,Ottawa County,Michigan
1013,Leisure Village,"679 Butternut Dr,","Holland, MI",49424,NA,https://www.mhvillage.com/parks/129446,86,31,"679 Butternut Dr, Holland, MI 49424",42.81636999,-86.12084,Ottawa County,Michigan
1014,"Pine Island Recreation Park, Inc.","3768 Pine Island Drive, Lot 9,","Holton, MI",49425,30,https://www.mhvillage.com/parks/15440,102,32,"3768 Pine Island Drive, Lot 9, Holton, MI 49425",43.41258633,-86.14905748,Muskegon County,Michigan
1015,Derby Brothers Company,"3774 Pine Island Drive,","Holton, MI",49425,30,https://www.mhvillage.com/parks/70655,102,32,"3774 Pine Island Drive, Holton, MI 49425",43.41271857,-86.14905439,Muskegon County,Michigan
1016,West Pine Island Manufactured Home Community,"3534 Pinewood Trail,","Holton, MI",49425,30,https://www.mhvillage.com/parks/3977,102,32,"3534 Pinewood Trail, Holton, MI 49425",43.41126663,-86.15492303,Muskegon County,Michigan
1017,Presidential Estates,"5075 Presidential Lane,","Hudsonville, MI",49426,364,https://www.mhvillage.com/parks/15035,85,31,"5075 Presidential Lane, Hudsonville, MI 49426",42.85974299,-85.84763396,Ottawa County,Michigan
1018,Rush Creek Estates,"5011 Van Dam Avenue,","Hudsonville, MI",49426,100,https://www.mhvillage.com/parks/6789,89,31,"5011 Van Dam Avenue, Hudsonville, MI 49426",42.88741055,-85.90684508,Ottawa County,Michigan
1019,Country Hills Village,"2200 Riley Street,","Hudsonville, MI",49426,236,https://www.mhvillage.com/parks/15971,43,31,"2200 Riley Street, Hudsonville, MI 49426",42.82569601,-85.8373149,Ottawa County,Michigan
1020,Brookshire Meadows West,"1501 Port Sheldon Road,","Jenison, MI",49428,98,https://www.mhvillage.com/parks/15921,85,31,"1501 Port Sheldon Road, Jenison, MI 49428",42.88791476,-85.81970721,Ottawa County,Michigan
1021,Tamarac Village,"2875 North Lakeshore Drive,","Ludington, MI",49431,293,https://www.mhvillage.com/parks/470,102,32,"2875 North Lakeshore Drive, Ludington, MI 49431",44.004415,-86.461891,Mason County,Michigan
1022,Ludington Mobile Home Park,"5040 Rasmussen Road,","Ludington, MI",49431,68,https://www.mhvillage.com/parks/15589,102,32,"5040 Rasmussen Road, Ludington, MI 49431",43.97593098,-86.40645896,Mason County,Michigan
1023,Hidden Forest,"3626 West Hidden Forest Drive,","Ludington, MI",49431,116,https://www.mhvillage.com/parks/30045,102,32,"3626 West Hidden Forest Drive, Ludington, MI 49431",43.96084402,-86.37531198,Mason County,Michigan
1024,Heritage Hills Mobile Home Estates,"3677 South Pere Marquette,","Ludington, MI",49431,30,https://www.mhvillage.com/parks/15593,102,32,"3677 South Pere Marquette, Ludington, MI 49431",43.89050401,-86.40004203,Mason County,Michigan
1025,Laman's Landing Resort,"6100 North Beaune Road,","Ludington, MI",49431,32,https://www.mhvillage.com/parks/15592,102,32,"6100 North Beaune Road, Ludington, MI 49431",44.06586,-86.408449,Mason County,Michigan
1026,Country Village Mobile Home Park,"14625 32nd Avenue,","Marne, MI",49435,31,https://www.mhvillage.com/parks/15294,89,30,"14625 32nd Avenue, Marne, MI 49435",43.03498302,-85.867846,Ottawa County,Michigan
1027,Holiday Shores,"7980 Village Rd,","Mears, MI",49436,54,https://www.mhvillage.com/parks/105361,102,32,"7980 Village Rd, Mears, MI 49436",43.691236,-86.47822297,Oceana County,Michigan
1028,Sun Retreats Silver Lake,"1441 N. 34th Street,","Mears, MI",49436,NA,https://www.mhvillage.com/parks/111228,102,32,"1441 N. 34th Street, Mears, MI 49436",43.672095,-86.47567303,Oceana County,Michigan
1029,Bel Air Estates Mobile Home Community,"2481 West Sherman Boulevard,","Muskegon, MI",49441,116,https://www.mhvillage.com/parks/15315,88,32,"2481 West Sherman Boulevard, Muskegon, MI 49441",43.20491701,-86.30467802,Muskegon County,Michigan
1030,Egelcraft,"2129 Arrowhead Drive,","Muskegon, MI",49442,458,https://www.mhvillage.com/parks/15871,89,32,"2129 Arrowhead Drive, Muskegon, MI 49442",43.21481585,-86.14106424,Muskegon County,Michigan
1031,Apple Carr Village,"516 South Courtland Lane,","Muskegon, MI",49442,529,https://www.mhvillage.com/parks/305,89,32,"516 South Courtland Lane, Muskegon, MI 49442",43.241867,-86.12380903,Muskegon County,Michigan
1032,Arlington Woods,"3785 Evanston Avenue,","Muskegon, MI",49442,659,https://www.mhvillage.com/parks/307,87,32,"3785 Evanston Avenue, Muskegon, MI 49442",43.20905499,-86.148984,Muskegon County,Michigan
1033,Maple Island Estates,"7311 White Road,","Muskegon, MI",49442,129,https://www.mhvillage.com/parks/15443,89,32,"7311 White Road, Muskegon, MI 49442",43.26392003,-86.06604939,Muskegon County,Michigan
1034,West Pine Island,"1091 East Laketon,","Muskegon, MI",49442,30,https://www.mhvillage.com/parks/46519,87,32,"1091 East Laketon, Muskegon, MI 49442",43.21888202,-86.21732098,Muskegon County,Michigan
1035,Clover Estates Mobile Home Community,"3239 Clover Parkway,","Muskegon, MI",49444,223,https://www.mhvillage.com/parks/407,89,32,"3239 Clover Parkway, Muskegon, MI 49444",43.1922587,-86.14957552,Muskegon County,Michigan
1036,Norton Shores,"3223 Bailey Street,","Muskegon, MI",49444,656,https://www.mhvillage.com/parks/405,87,32,"3223 Bailey Street, Muskegon, MI 49444",43.192742,-86.212693,Muskegon County,Michigan
1037,Nomad MHC,"2701 Huizenga Street,","Muskegon, MI",49444,111,https://www.mhvillage.com/parks/15441,87,32,"2701 Huizenga Street, Muskegon, MI 49444",43.203132,-86.220833,Muskegon County,Michigan
1038,Oaks Mobile Home Park,"3240 Getty Street,","Muskegon, MI",49444,172,https://www.mhvillage.com/parks/335,87,32,"3240 Getty Street, Muskegon, MI 49444",43.19298701,-86.22234803,Muskegon County,Michigan
1039,Mona Lake Mobile Home Park,"3527 Hoyt Street,","Muskegon, MI",49444,67,https://www.mhvillage.com/parks/15442,87,32,"3527 Hoyt Street, Muskegon, MI 49444",43.18805899,-86.24225798,Muskegon County,Michigan
1040,Crestview Estates MHC,"3290 Getty Street,","Muskegon, MI",49444,NA,https://www.mhvillage.com/parks/15444,87,32,"3290 Getty Street, Muskegon, MI 49444",43.19232898,-86.224615,Muskegon County,Michigan
1041,Michigan AA,"2701 Huizenga St,","Norton Shores, MI",49444,NA,https://www.mhvillage.com/parks/106662,87,32,"2701 Huizenga St, Norton Shores, MI 49444",43.203132,-86.220833,Muskegon County,Michigan
1042,Park Meadows,"210 East Giles,","North Muskegon, MI",49445,300,https://www.mhvillage.com/parks/15739,87,32,"210 East Giles, North Muskegon, MI 49445",43.28145301,-86.23913598,Muskegon County,Michigan
1043,Shady Oaks Mobile Home Park,"1977 Whitehall Road,","Muskegon, MI",49445,NA,https://www.mhvillage.com/parks/15446,87,32,"1977 Whitehall Road, Muskegon, MI 49445",43.29117501,-86.26185001,Muskegon County,Michigan
1044,Crockery Mobile Home Park,"13251 State Road,","Nunica, MI",49448,168,https://www.mhvillage.com/parks/27720,88,31,"13251 State Road, Nunica, MI 49448",43.09220501,-86.11774297,Ottawa County,Michigan
1045,Lakewood Mobile Home Park,"408 East Sands Street,","Pentwater, MI",49449,40,https://www.mhvillage.com/parks/15618,102,32,"408 East Sands Street, Pentwater, MI 49449",43.78722161,-86.42792394,Oceana County,Michigan
1046,Cricklewood Court,"23604 36th Avenue,","Ravenna, MI",49451,62,https://www.mhvillage.com/parks/15293,89,33,"23604 36th Avenue, Ravenna, MI 49451",43.19954002,-85.87737597,Ottawa County,Michigan
1047,Green Lawn Mobile Home Court,"2725 Forest Street,","Rothbury, MI",49452,40,https://www.mhvillage.com/parks/15620,102,32,"2725 Forest Street, Rothbury, MI 49452",43.50570081,-86.34601532,Oceana County,Michigan
1048,Saugatuck RV Resort,"6473 Blue Star Highway,","Saugatuck, MI",49453,107,https://www.mhvillage.com/parks/34391,38,20,"6473 Blue Star Highway, Saugatuck, MI 49453",42.678995,-86.18161198,Allegan County,Michigan
1049,Shangrai La Mobile Home Community,"6180 Blue Star Highway,","Saugatuck, MI",49453,66,https://www.mhvillage.com/parks/15132,38,20,"6180 Blue Star Highway, Saugatuck, MI 49453",42.68678401,-86.15344996,Allegan County,Michigan
1050,Holiday Village Of Scottville,"1701 West Us Highway 10-31,","Scottville, MI",49454,150,https://www.mhvillage.com/parks/15590,102,32,"1701 West Us Highway 10-31, Scottville, MI 49454",43.95303401,-86.322536,Mason County,Michigan
1051,Country Estates,"14700 State Road,","Spring Lake, MI",49456,255,https://www.mhvillage.com/parks/296,88,31,"14700 State Road, Spring Lake, MI 49456",43.086335,-86.15287203,Ottawa County,Michigan
1052,North Shore Manufactured Home Community and RV,"17990 North Shore Road,","Spring Lake, MI",49456,123,https://www.mhvillage.com/parks/15299,88,31,"17990 North Shore Road, Spring Lake, MI 49456",43.08308802,-86.23516899,Ottawa County,Michigan
1053,Forest Lake Estates,"17147 148th Avenue,","Spring Lake, MI",49456,221,https://www.mhvillage.com/parks/580,88,31,"17147 148th Avenue, Spring Lake, MI 49456",43.08046498,-86.16031801,Ottawa County,Michigan
1054,Pontaluna Shores,"1281 Pontaluna Shores,","Spring Lake, MI",49456,137,https://www.mhvillage.com/parks/333,88,32,"1281 Pontaluna Shores, Spring Lake, MI 49456",43.13234542,-86.21341231,Muskegon County,Michigan
1055,Timberline Estates Mobile Home Park,"2315 Oak Street,","Twin Lake, MI",49457,302,https://www.mhvillage.com/parks/15548,102,32,"2315 Oak Street, Twin Lake, MI 49457",43.29654587,-86.15323204,Muskegon County,Michigan
1056,West Olive Estates,"8930 146th Avenue,","West Olive, MI",49460,741,https://www.mhvillage.com/parks/15907,88,31,"8930 146th Avenue, West Olive, MI 49460",42.93226699,-86.14490897,Ottawa County,Michigan
1057,Crystal Downs MHC,"2701 Crystal Lake Road,","Whitehall, MI",49461,104,https://www.mhvillage.com/parks/15312,102,32,"2701 Crystal Lake Road, Whitehall, MI 49461",43.39812901,-86.30924196,Muskegon County,Michigan
1058,Edgewood Mobile Park,"7433 Whitehall Road,","Whitehall, MI",49461,65,https://www.mhvillage.com/parks/15445,102,32,"7433 Whitehall Road, Whitehall, MI 49461",43.39329748,-86.2993782,Muskegon County,Michigan
1059,Logan Estates,"8697 Riley Street,","Zeeland, MI",49464,378,https://www.mhvillage.com/parks/601,85,31,"8697 Riley Street, Zeeland, MI 49464",42.83044099,-85.99458297,Ottawa County,Michigan
1060,Maple Valley Estates,"1901 88th Ave,","Zeeland, MI",49464,161,https://www.mhvillage.com/parks/103801,85,31,"1901 88th Ave, Zeeland, MI 49464",42.80348998,-86.00283001,Ottawa County,Michigan
1061,Maple View,"1984 92nd Avenue,","Zeeland, MI",49464,253,https://www.mhvillage.com/parks/15732,85,31,"1984 92nd Avenue, Zeeland, MI 49464",42.804234,-86.00669398,Ottawa County,Michigan
1062,Universal Estates,"1515 Michigan Street NE,","Grand Rapids, MI",49503,NA,https://www.mhvillage.com/parks/54598,81,30,"1515 Michigan Street NE, Grand Rapids, MI 49503",42.97024099,-85.631981,Kent County,Michigan
1063,Brookshire Meadows East,"7635 Quail Run,","Grand Rapids, MI",49508,311,https://www.mhvillage.com/parks/15265,79,20,"7635 Quail Run, Grand Rapids, MI 49508",42.82585056,-85.65844481,Kent County,Michigan
1064,Country Corners Mobile Estates,"6006 Eastern Avenue,","Grand Rapids, MI",49508,49,https://www.mhvillage.com/parks/15246,82,29,"6006 Eastern Avenue, Grand Rapids, MI 49508",42.853798,-85.64383896,Kent County,Michigan
1065,Eastern Mobile Villa,"3665 Eastern Avenue,","Wyoming, MI",49508,45,https://www.mhvillage.com/parks/15248,83,29,"3665 Eastern Avenue, Wyoming, MI 49508",42.89665601,-85.64644297,Kent County,Michigan
1066,Creekside,"5100 Clyde Park Avenue SW,","Wyoming, MI",49509,165,https://www.mhvillage.com/parks/15099,83,29,"5100 Clyde Park Avenue SW, Wyoming, MI 49509",42.87081301,-85.68297499,Kent County,Michigan
1067,Country Estates Mobile Home Park,"4461 Clyde Park Avenue SW,","Grand Rapids, MI",49509,160,https://www.mhvillage.com/parks/15247,83,29,"4461 Clyde Park Avenue SW, Grand Rapids, MI 49509",42.88296702,-85.68648701,Kent County,Michigan
1068,Brookside Village,"3130 Slater Ave SE,","Kentwood, MI",49512,196,https://www.mhvillage.com/parks/15877,80,29,"3130 Slater Ave SE, Kentwood, MI 49512",42.90658198,-85.55909901,Kent County,Michigan
1069,Ferrand Estates,"4528 Halifax SW,","Wyoming, MI",49519,420,https://www.mhvillage.com/parks/172,83,29,"4528 Halifax SW, Wyoming, MI 49519",42.88229601,-85.73018598,Kent County,Michigan
1070,Hilltop Mobile Home Community,"3751 Hilltop Ct NE,","Grand Rapids, MI",49525,117,https://www.mhvillage.com/parks/15250,81,30,"3751 Hilltop Ct NE, Grand Rapids, MI 49525",43.03131602,-85.63113996,Kent County,Michigan
1071,Lamberton Mobile Home Park,"1561 Sherin Dr NE,","Grand Rapids, MI",49525,40,https://www.mhvillage.com/parks/15255,81,30,"1561 Sherin Dr NE, Grand Rapids, MI 49525",43.02423101,-85.63060603,Kent County,Michigan
1072,Leonard Gardens,"4524 Leonard NW,","Grand Rapids, MI",49534,319,https://www.mhvillage.com/parks/577,84,30,"4524 Leonard NW, Grand Rapids, MI 49534",42.98646898,-85.78035301,Kent County,Michigan
1073,Appletree Estates,"1061 Wilson Avenue NW,","Walker, MI",49534,238,https://www.mhvillage.com/parks/15038,84,30,"1061 Wilson Avenue NW, Walker, MI 49534",42.98405998,-85.77927099,Kent County,Michigan
1074,Tallmadge Meadows,"11630 14th Avenue NW,","Grand Rapids, MI",49534,107,https://www.mhvillage.com/parks/15103,89,30,"11630 14th Avenue NW, Grand Rapids, MI 49534",42.98118901,-85.815183,Ottawa County,Michigan
1075,Alpine Meadows,"3800 Fruitridge Avenue NW,","Grand Rapids, MI",49544,403,https://www.mhvillage.com/parks/15037,90,30,"3800 Fruitridge Avenue NW, Grand Rapids, MI 49544",43.03451698,-85.76139599,Kent County,Michigan
1076,Oakwood Heights Mobile Park,"1625 Vinecroft Stret NW,","Grand Rapids, MI",49544,NA,https://www.mhvillage.com/parks/15258,84,30,"1625 Vinecroft Stret NW, Grand Rapids, MI 49544",43.00506398,-85.70928998,Kent County,Michigan
1077,Pinebrook Village,"444 Bellewood Street SE,","Grand Rapids, MI",49548,185,https://www.mhvillage.com/parks/15260,80,29,"444 Bellewood Street SE, Grand Rapids, MI 49548",42.86106699,-85.65377202,Kent County,Michigan
1078,Camelot Manor,"170 Camelot Blvd,","Grand Rapids, MI",49548,335,https://www.mhvillage.com/parks/15040,83,20,"170 Camelot Blvd, Grand Rapids, MI 49548",42.85194602,-85.67073498,Kent County,Michigan
1079,Cutler Estates,"6471 South Division,","Grand Rapids, MI",49548,259,https://www.mhvillage.com/parks/15049,80,29,"6471 South Division, Grand Rapids, MI 49548",42.84643399,-85.67018798,Kent County,Michigan
1080,Grand Village,"6500 South Division Avenue,","Grand Rapids, MI",49548,230,https://www.mhvillage.com/parks/169,79,20,"6500 South Division Avenue, Grand Rapids, MI 49548",42.84629502,-85.66105598,Kent County,Michigan
1081,Brentwood Village,"201 60th Street SE,","Kentwood, MI",49548,195,https://www.mhvillage.com/parks/15041,80,29,"201 60th Street SE, Kentwood, MI 49548",42.85657601,-85.65880804,Kent County,Michigan
1082,Southwood Village,"440 60th Street SE,","Grand Rapids, MI",49548,394,https://www.mhvillage.com/parks/171,79,20,"440 60th Street SE, Grand Rapids, MI 49548",42.85237601,-85.653567,Kent County,Michigan
1083,Holiday Estates,"440 68th St. SW.,","Grand Rapids, MI",49548,204,https://www.mhvillage.com/parks/166,83,20,"440 68th St. SW., Grand Rapids, MI 49548",42.83963602,-85.67434901,Kent County,Michigan
1084,Kentwood MHC,"6122 South Division Avenue,","Grand Rapids, MI",49548,188,https://www.mhvillage.com/parks/15252,83,29,"6122 South Division Avenue, Grand Rapids, MI 49548",42.852555,-85.65850604,Kent County,Michigan
1085,Prescott Community,"7283  Division Avenue South,","Grand Rapids, MI",49548,190,https://www.mhvillage.com/parks/15085,83,29,"7283  Division Avenue South, Grand Rapids, MI 49548",42.83404701,-85.66971901,Kent County,Michigan
1086,Maplewood Manufactured Housing Community,"50 Inca Dr SW,","Grand Rapids, MI",49548,114,https://www.mhvillage.com/parks/283,83,20,"50 Inca Dr SW, Grand Rapids, MI 49548",42.84477299,-85.66515004,Kent County,Michigan
1087,Pinegate Mobile Village,"7805 South Division Avenue,","Grand Rapids, MI",49548,151,https://www.mhvillage.com/parks/15084,83,29,"7805 South Division Avenue, Grand Rapids, MI 49548",42.82254599,-85.66412401,Kent County,Michigan
