"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","latitude","longitude"
"243","1201819","Issued",2027-10-01,"THE WOODLANDS MANUFACTURED HOME COMMUNITY","WOODLANDS ASSOCIATES LLC","1441 W ROMEO ROAD, OAKLAND MI 48363","48363","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","OAKLAND","2486931800","375","03/05/2021","JOEL BROWN","2486260737","licenses@rhp.com",42.7989372,-83.1652587
"244","1200088","Issued",2027-10-01,NA,"PARKHURST ESTATES MHC","1540 LAPEER RD., OXFORD, MI 48371","48371","26600 TELEGRAPH RD STE 200, Southfield, MI 48033","OAKLAND","No Phone","320","02/01/1979","JOHN STANLEY","2486832500","j.stanley@pmapts.com>",42.8052867,-83.2479438
"245","1201682","Issued",2027-10-01,NA,"LAKE VILLA MHC HOLDINGS LLC","1700 LAKEVILLA ROAD, OXFORD MI 48371","48371","PO BOX 1848, PROVO, UT 84603","OAKLAND","2485726203","851","08/09/2019","C. NATE NELSON","8012289702","payables@kmcmh.com",NA,NA
"246","1200999","Issued",2027-10-01,"NOVI MEADOWS MANUFACTURED HOME COMMUNITY","NOVI MH ASSOCIATES LIMITED PARTNERSHIP","26250 VIRGINIA AVENUE, NOVI MI 48374","48374","31550 NORTHWESTERN HIGHWAY SUITE 200, FARMINGTON HILLS, MI 48334","OAKLAND","2483496966","401","12/15/1981","GARY W GRIGLAK","2487371472","GGRIGLAK@LAUTRECLTD.COM",42.483077,-83.552385
"247","1201541","Issued",2027-10-01,"OLD DUTCH FARMS","YES OLD DUTCH LLC","27000 NAPIER ROAD, NOVI MI 48374","48374","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","OAKLAND","8882927816","299","06/13/2018","JOSHUA SONNE","3034837300","BUSINESSLICENSING@YESCOMMUNITIES.COM",42.4892532,-83.5548434
"248","1200823","Issued",2027-10-01,NA,"COUNTRY COUSIN INC","26855 HAGGERTY ROAD, NOVI, MI 48377","48377","44109 OLD GRAND RIVER W, NOVI, MI 48375","OAKLAND","2483490120","311","09/14/1979","RUSSELL A BUTTON","2483498178","countrycousininc@att.net",42.4872577,-83.4359316
"249","1201465","Issued",2027-10-01,NA,"FSI OAKLAND GLENS PROPERTY LLC","41875 CAROUSEL STREET, NOVI MI 48377","48377","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","OAKLAND","2487783198","733","03/17/2017","JOSH SONNE","2487783200","legal@yescommunities.com",42.5108783,-83.4616873
"250","1201213","Issued",2027-10-01,NA,"RIDGEWOOD, LLC","3331 STONEYBROOK DRIVE, HIGHLAND TOWNSHIP, MI 48380","48380","40220 GRAND RIVER AVE, NOVI, MI 48375","OAKLAND","No Phone","455","11/08/1999","JEROME A RUGGIRELLO","2483806150",NA,NA,NA
"251","1200932","Issued",2027-10-01,"BAY SHORE ESTATES MOBILE HOME PARK","DARLING FAMILY/EMMET, L.L.C.","1045 ADAMS ROAD, MILFORD MI 48381","48381","1045 ADAMS RD, MILFORD, MI 48381","EMMET","2483489039","83","01/23/1980","THOMAS S DARLING","2487019039","TERRYMARIE101@AOL.COM",42.5676001,-83.6061845
"252","1201702","Issued",2027-10-01,NA,"CHILDS LAKE ESTATES MHC HOLDINGS LLC","4377 OLD PLANK ROAD, MILFORD MI 48381","48381","PO BOX 1848, PROVO, UT 84603","OAKLAND","2486853380","619","09/30/2019","NATE NELSON","8012289702","nate@kmcmh.com",42.5703364,-83.5866781
"253","1200001","Issued",2027-10-01,"CEDARBROOK ESTATES","P S F ASSOCIATES","323 LEGRAND BLVD., WHITE LAKE TWP., MI 48383","48383","PO BOX 339687, FARMINGTON HILLS, MI 48333","OAKLAND","8108512700","691","07/13/1979","GARY W GRIGLAK","8108512700",NA,NA,NA
"254","1201100","Issued",2027-10-01,"MEADOW LAKE ESTATES MANUFACTURED HOUSING COMMUNI","SUN SECURED FINANCING LLC","3951 BENTWOOD CIRCLE WEST, WHITE LAKE MI 48383","48383","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","OAKLAND","2482082500","425","02/08/1990","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.6944255,-83.5639093
"255","1200189","Issued",2027-10-01,"WHITE LAKE MOBILE HOME VILLAGE","SUN SECURED FINANCING, LLC","1415 FISK ROAD, WHITE LAKE, MI 48386","48386","27777 FRANKLIN RD STE 200, SOUTHFIELD, MI 48034","OAKLAND","2486662070","315","02/23/1979","JOHN MCLAREN","2486662070","jmclaren@suncommunities.com",42.6635137,-83.4700808
"256","1201467","Issued",2027-10-01,NA,"FSI CRANBERRY PROPERTY LLC","9620 HIGHLAND RD, WHITE LAKE MI 48386","48386","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","OAKLAND","2487783198","328","04/13/2017","JOSH SONNE","2487783200","legal@yescommunities.com",42.6556073,-83.4778847
"257","1201639","Issued",2027-10-01,NA,"FAWN LAKE ESTATES LLC","831 N PONTIAC TRAIL #91, WALLED LAKE MI 48390","48390","51 W CENTER ST., STE. 600, OREM, UT 84057","OAKLAND","4356591021","136","02/28/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"258","1201686","Issued",2027-10-01,NA,"COMMERCE RIDGE MANAGEMENT INC","185 HUNTLEY DRIVE, COMMERCE TWP MI 48390","48390","185 HUNTLEY DRIVE, WALLED LAKE, MI 48390","OAKLAND","2489269100","42","08/22/2019","PAUL CARLISLE","2489269100","pdcar@mich.com",42.5262682,-83.5046059
"259","1201137","Issued",2027-10-01,"HURON BAY RESORT","LAKE HURON PROPERTIES LLC","2545 LAKE SHORE RD LOT 52, APPLEGATE MI 48401","48401","2545 LAKE SHORE RD LOT 75, APPLEGATE, MI 48401","SANILAC","8106229357","66","05/18/1979","JOSEPH G FILIPIAK","8106229357","lakeview2545@outlook.com",NA,NA
"260","1201032","Issued",2027-10-01,"SANDHILL ESTATES","SANDHILL INC","4063 BOWERS RD, ATTICA, MI 48412","48412","4063 BOWERS RD, ATTICA, MI 48412","LAPEER","810 721 9112","50","11/26/1985","JOHN BENNER","8102451427","MARKD@HIGHLANDTREATMENT.COM",43.0621381,-83.1811823
"261","1201831","Issued",2027-10-01,NA,"PINES ESTATES MHC LLC","865 S VAN DYKE, BAD AXE MI 48413","48413","PO BOX 130, MARYSVILLE, MI 48040","HURON","8104881155","40","04/08/2021","RICHARD JAHN","8105600028","cutntrim@rocketmail.com",43.8149243,-83.0008507
"262","1201859","Issued",2027-10-01,NA,"SUMMERWOOD ESTATES MHC LLC","149 CHARLOTTE STREET, BAD AXE MI 48413","48413","P.O. BOX 130, MARYSVILLE, MI 48040","HURON","8104881155","71","08/17/2021","RICHARD JAHN","8105600028","cutntrim@rocketmail.com",NA,NA
"263","1201249","Expired",2024-10-01,"BIRCHWOOD FARMS MHC","UMH OF MICHIGAN INC","8057 BIRCHWOOD DRIVE, BIRCH RUN, MI 48415","48415","8057 BIRCHWOOD DR, BIRCH RUN, MI 48415","SAGINAW","9896241051","143","12/03/2001","SHIRLEY KLINERT","7655069779","BIRCHWOOD.FARMS@YAHOO.COM",43.2412343,-83.793258
"264","1201297","Issued",2027-10-01,NA,"BIRCH RUN ESTATES LLC","10670 DIXIE HWY., BIRCH RUN, MI 48415","48415","933 WEST ALLEN RD, HOWELL, MI 48855","SAGINAW","No Phone","50","07/15/2003","BRENT J ARNEY","3133507114","brentarney@gmail.com",43.2692871,-83.7838574
"265","1201302","Issued",2027-10-01,"BIRCH FOREST","MAPLE DORT ASSOCIATES, LLC","37 SQUIRREL RD., BIRCH RUN, MI 48415","48415","2265 LIVERNOIS STE 500, TROY, MI 48083","SAGINAW","2483624150","103","10/21/2003","KAMAL SHOUHAYIB","2483624150","kshouhayib@aol.com",NA,NA
"266","1201108","Issued",2027-10-01,NA,"MAPLEVIEW ESTATES COMMUNITY INC","7197 SILVER MAPLE LN, BROWN CITY, MI 48416","48416","7197 SILVER MAPLE LN, BROWN CITY, MI 48416","SANILAC","No Phone","124","10/26/1990","JEFFREY NASH","8106142974","JEFFN975@GMAIL.COM",43.2067603,-82.9826463
"267","1201503","Issued",2027-10-01,NA,"WHISPERING PINES MOBILE HOME PARK","12955 SHERIDAN ROAD, BURT MI 48417","48417","12955 SHERIDAN RD, BURT, MI 48417","SAGINAW","9892771000","14","11/07/2017","STEVE CROMWELL","9892771000","cromwese@aol.com",43.2724246,-83.9327647
"268","1200055","Issued",2027-10-01,NA,"TRADEWIND MOBILE HOME COURT","12400 NORTH SAGINAW STREET, CLIO, MI 48420","48420","1613 LOEBRICH DR, GLADWIN, MI 48624","GENESEE","9893454511","29","01/09/1979","GEORGE BERGEVIN","9893454511",NA,NA,NA
"269","1201043","Issued",2027-10-01,"PARK PLACE COMMUNITY","LARKHITE DEVELOPMENT SYSTEMS, INC","200 EUREKA ST, CLIO, MI 48420","48420","PO BOX 989, JENISON, MI 49429-0989","GENESEE","6164576900","160","12/05/1986","DAVID MAIER","616 299 7731","brookshiremeadows@gmail.com",43.174072,-83.734406
"270","1201189","Issued",2027-10-01,NA,"MAPLE RUN MHC LLC","2000 MAPLE RUN BLVD., CLIO, MI 48420","48420","31200 NORTHWESTERN HWY, FARMINGTION HILLS, MI 48334","GENESEE","No Phone","145","06/18/1998","JOEL K BROWN","2486260737","licenses@rhp-properties.com",NA,NA
"271","1201649","Issued",2027-10-01,"MONTROSE MOBILE HOME PARK","GROSS PROPERTY VENTURES INC","7228 W FARRAND ROAD, CLIO MI 48420","48420","21202 E SADDLE ROCK LANE, AURORA, CO 80016","GENESEE","3032171114","50","03/16/2019","KENNETH GROSS","3032171114","spenrose9@msn.com",NA,NA
"272","1202070","Issued",2027-10-01,"PINE FOREST MOBILE HOME PARK","PINE VALLEY MHC LLC","7105 W VIENNA ROAD, CLIO MI 48420","48420","2415 N PINE CENTER, WEST BLOOMFIELD, MI 48323","GENESEE","2488212628","50","01/04/2024","LARRY JOHN PICKELL","2489175923","JPCAPITALINVESTEMENTS1@GMAIL.COM",NA,NA
"273","1201232","Issued",2027-10-01,"MARATHON MEADOWS","OREGON DEVELOPMENT INC","4246 LEVALLEY RD., COLUMBIAVILLE, MI 48421","48421","3503 VIRGINIA DR, COLUMBIAVILLE, MI 48446","LAPEER","8106676789","47","12/11/2000","RAY DAVIS","8106676789",NA,NA,NA
"274","1200217","Issued",2027-10-01,"CROSWELL ESTATES","JMC COMMUNITIES INC","20 BLACK RIVER ROAD, CROSWELL, MI 48422","48422","31550 NORTHWESTERN HIGHWAY, STE.220, FARMINGTON HILLS, MI 48334","SANILAC","No Phone","42","03/20/1979","ANDREW MACHNACKI","248-865-0066","msrelicensing@mshapirorealestate.com",43.2695373,-82.6298465
"275","1201974","Issued",2027-10-01,"EAGLES LANDING ESTATES","BUEL HILL ESTATES MHP LLC","2335 PECK ROAD, CROSWELL MI 48422","48422","9645 MEADOWLARK CT., FREELAND, MI 48623","SANILAC","9896008258","235","09/28/2022","CHARLES JOHNSTON","4802519237","charles2000mhp@gmail.com",43.2643292,-82.6261181
"276","1201992","Issued",2027-10-01,NA,"COUNTRY HILL PINES MHC LLC","4021 PECK ROAD, CROSWELL MI 48422","48422","9645 MEADOWLARK CT, FREELAND, MI 48623","SANILAC","9896008258","111","11/10/2022","CHARLES JOHNSTON","4802519237","charles2000mhp@gmail.com",43.2635674,-82.6438795
"277","1200009","Issued",2027-10-01,NA,"CONTINENTAL ESTATES MI LLC","41 REVERE, DAVISON, MI 48423","48423","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","386","12/12/1978","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM",43.041062,-83.5157214
"278","1200054","Issued",2027-10-01,NA,"DAVISON MOBILE HOME COMMUNITY","10364 DAVISON ROAD, DAVISON, MI 48423","48423","1613 LOEBRICH DR, GLADWIN, MI 48624","GENESEE","No Phone","26","01/09/1979","GEORGE BERGEVIN","8106535943",NA,43.0349267,-83.5046435
"279","1200758","Issued",2027-10-01,NA,"DAVISON EAST MI LLC","11100 DAVISON RD, DAVISON MI 48423","48423","4600 COX RD STE 400, GLEN ALLEN, VA 23060","GENESEE","No Phone","190","07/30/1979","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM;jgrace@plndv.com",43.0350428,-83.5035809
"280","1200759","Issued",2027-10-01,"BROADVIEW ESTATES","SUN CONTINENTAL NORTH LLC","4250 NORTH STATE, DAVISON, MI 48423","48423","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","GENESEE","8106587272","104","10/11/1979","BRUCE THELEN","2482082500","licensing@suncommunities.com",43.0710148,-83.5179464
"281","1200851","Issued",2027-10-01,NA,"DAVISON HILLS MHC LLC","11067 E MT MORRIS RD, DAVISON MI 48423","48423","4893 ROCHESTER RD STE D, TROY, MI 48085","GENESEE","No Phone","104","10/11/1979","WILLIAM T CONNELL","8106316470","davisonhillsmhc@gmail.com",NA,NA
"282","1201127","Issued",2027-10-01,NA,"TIMBER HEIGHTS MICHIGAN LLC","1168 NORTH OAK ROAD, DAVISON, MI 48423","48423","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","GENESEE","No Phone","221","12/16/1992","JOEL K BROWN","2486260737","licenses@rhp-properties.com",NA,NA
"283","1201471","Issued",2027-10-01,NA,"FSI OLD ORCHARD PROPERTY LLC","10500 LAPEER ROAD, DAVISON MI 48423","48423","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","GENESEE","2487783198","200","04/14/2017","JOSH SONNE","2487783200","legal@yescommunities.com",NA,NA
"284","1200173","Issued",2027-10-01,NA,"DECKERVILLE ESTATES MHC LLC","2451 BLACK RIVER ST, DECKERVILLE, MI 48427","48427","12900 HALL ROAD STE 322, STERLING HEIGHTS, MI 48313","SANILAC","No Phone","43","02/12/1979","STACY O BUSS","5863545044","stacybuss@me.com",43.526709,-82.736976
"285","1201168","Issued",2027-10-01,"VICTORIA MEADOWS HOME COMMUNITY","HUNTER DEVELOPMENT CORP","N. MILL ST., DRYDEN, MI 48428","48428","5787 DRYDEN PO BOX 187, DRYDEN, MI 48428","LAPEER","8107963013","130","08/15/1996","RICHARD D NASH","8107963013",NA,42.95027,-83.1254325
"286","1200282","Issued",2027-10-01,NA,"COUNTRY MANOR","5649 S. VERNON RD., DURAND, MI 48429","48429","5649 S VERNON RD, DURAND, MI 48429","SHIAWASSEE","9892882170","44","03/20/1979","GREGORY W LINTZ","9892882170","LINTZGREG@YAHOO.COM",NA,NA
"287","1200417","Issued",2027-10-01 08:01:00,NA,"ALANS PARK DURAND LLC","11785 LANSING RD, DURAND MI 48429","48429","5600 WEST GRAND RIVER, FOWLERVILLE, MI 48836","SHIAWASSEE","5175213412","39","04/06/1979","RICHARD VAN GILDER","5172046189","RVG6189@GMAIL.COM",42.925243,-83.9923171
"288","1200654","Issued",2027-10-01,NA,"VANS MOBILE HOME PARK","9720 EAST LANSING RD, DURAND MI 48429","48429","9724 E LANSING RD, DURAND, MI 48429","SHIAWASSEE","9892882493","14","06/19/1979","VICTOR VANSLAMBROUCK","9892882493",NA,NA,NA
"289","1200853","Issued",2027-10-01 08:02:29,NA,"ALANS PARK DURAND LLC","11685 LANSING RD, DURAND MI 48429","48429","5600 WEST GRAND RIVER, FOWLERVILLE, MI 48836","SHIAWASSEE","5175213412","32","10/11/1979","RICHARD VAN GILDER","5172046189","RVG6189@GMAIL.COM",42.925243,-83.9923171
"290","1201175","Issued",2027-10-01,"CREEKWOOD MEADOWS","SUN/YORK LLC","4272 CREEKSIDE BOULEVARD, BURTON, MI 48429","48429","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","GENESEE","2482082500","336","03/03/1997","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.9769379,-83.6264802
"291","1201767","Issued",2027-10-01,NA,"LAKEVIEW ESTATES MHC MI LLC","8499 M-71, DURAND MI 48429","48429","9515 HILLWOOD DR, LAS VEGAS, NV 89134","SHIAWASSEE","9892882144","239","05/20/2020","BOBBI JO SLUPE","7025416379","CHRISTYL@CRYSTALVIEWCAPITAL.COM",42.9262828,-83.9965131
"292","1201172","Issued",2027-10-01,NA,"FENTON OAKS LLC","16423 JENNINGS ROAD, FENTON, MI 48430","48430","28 CHINKAPIN RILL, FENTON, MI 48430","GENESEE","248-720-8011","203","11/20/1996","WILLIAM M PACKER, III","248-720-8011","wpacker80@gmail.com",42.7942276,-83.7414093
"293","1201227","Issued",2027-10-01,"TYRONE WOODS","TYRONE WOODS MHC 1, LLC","8378 HOGAN ROAD, FENTON, MI 48430","48430","27883 INDEPENDENCE ST #103-G, FARMINGTON HILLS, MI 48336","LIVINGSTON","2486158920","403","08/18/2000","LAWRENCE F BECKER","2486158920","kristen@brookfieldmgt.com",NA,NA
"294","1201342","Issued",2027-10-01,"CIDER MILL CROSSINGS","SUN CIDER MILL CROSSINGS LLC","9900 TOWN SQ BLVD, FENTON MI 48430","48430","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","LIVINGSTON","No Phone","621","11/14/2011","JOHN B MCLAREN","2482082500","LICENSING@SUNCOMMUNITIES.COM",NA,NA
"295","1201442","Issued",2028-10-01 10:45:48,NA,"PONEMAH LAKESIDE RETREAT LLC","14214 EASTVIEW DR, FENTON MI 48430","48430","1032 N LEROY ST, FENTON, MI 48430","GENESEE","8109383339","61","12/15/2016","EDWARD CONSTABLE","8109383339","EDCONSTABLE1@YAHOO.COM",NA,NA
"296","1201625","Issued",2027-10-01,NA,"EAST BAY I MHC LLC","3075 EAST BAY DRIVE, FENTON MI 48430","48430","51 W CENTER STREET, STE. 600, OREM, UT 84057","GENESEE","8106291845","75","02/07/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"297","1201641","Issued",2027-10-01,NA,"LAKE FENTON ESTATES LLC","11446 HARBOR COVER DRIVE, FENTON MI 48430","48430","51 W CENTER ST., STE. 600, OREM, UT 84057","GENESEE","4356591021","134","03/11/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"298","1201650","Issued",2027-10-01,NA,"NORTH BAY HARBOR CLUB I LLC","11567 HERON BAY DRIVE, FENTON MI 48430","48430","51 W CENTER ST., STE. 600, OREM, UT 84057","LIVINGSTON","8107355994","94","03/21/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"299","1200061","Issued",2027-10-01,NA,"FLUSHING MOBILE COURT, INC","638 NORTH MCKINLEY ROAD, FLUSHING, MI 48433","48433","320 HIGHLANE DR, FLUSHING, MI 48433","GENESEE","8106595751","59","01/09/1979","PATRICIA L LAWRENCE","8106595751",NA,43.073473,-83.8527449
"300","1201841","Issued",2027-10-01,"FLUSHING ESTATES","CC FLUSHING ESTATES PROPERTY LLC","7416 GILLETTE ROAD, FLUSHING MI 48433","48433","PO BOX 7008, BLOOMFIELD HILLS, MI 48302","GENESEE","8106595111","280","05/12/2021","JEFFREY DAVIDSON","2487783198","jdavidson@cambiomhc.com",NA,NA
"301","1201941","Issued",2027-10-01,"MEADOWBROOK MANOR ESTATES","MI 2020 MEADOWBROOK LLC","7280 W MT MORRIS RD, FLUSHING MI 48433","48433","1400 BELLEVILLE STREET, RICHMOND, VA 23230","GENESEE","8106392170","401","06/02/2022","ANDY REISINGER","8047677721","MFOSTER@CTRECAP.COM",NA,NA
"302","1201436","Issued",2027-10-01,NA,"FSI GRAND BLANC PROPERTY LLC","8225 EMBURY ROAD, GRAND BLANC MI 48439","48439","5050 S SYRACUSE STREET, STE 1200, DENVER, CO 80237","GENESEE","2487783798","478","11/30/2016","JOSH SONNE","3034837300","businesslicensing@yescommunities.com",NA,NA
"303","1202047","Issued",2027-10-01,"HURON MOBILE HOME PARK LLC","EVERGREEN HURON MHP LLC","163 NELSON ROAD, HARBOR BEACH MI 48441","48441","525 WILLIAM PENN PLACE, 28TH FL, PITTSBURGHT, PA 15219","HURON","2035010796","54","08/31/2023","AKSHITA BANERJEE","2035010796","compliance@evergreenparke.com",NA,NA
"304","1200169","Issued",2027-10-01,"HAWAIIAN GARDENS","SUN SILVER STAR LLC","4261 GRANGE HALL ROAD, HOLLY, MI 48442","48442","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","OAKLAND","2486348511","233","02/18/1979","BRUCE THELEN","248-208-2500","LICENSING@SUNCOMMUNITES.COM",NA,NA
"305","1200297","Issued",2027-10-01,NA,"SUN HAWAIIAN HOLLY LLC A MICHIGAN LLC","4041 GRANGE HALL ROAD, HOLLY, MI 48442","48442","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","OAKLAND","2486348511","192","03/23/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",NA,NA
"306","1201472","Issued",2027-10-01,NA,"FSI HOLLY HILLS PROPERTY LLC","16181 LANCASTER WAY, HOLLY MI 48442","48442","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","OAKLAND","2487783198","314","04/17/2017","JOSH SONNE","2487783200","legal@yescommunities.com",NA,NA
"307","1201585","Issued",2027-10-01,NA,"MC OAK HILL PROPERTY LLC","9626 OAKHILL ROAD, HOLLY MI 48442","48442","5050 S. SYRACUSE STREET, STE. 1200, DENVER, CO 80237","OAKLAND","No Phone","504","09/17/2018","JOSH SONNE","2487783200","legal@yescommunities.com",NA,NA
"308","1202046","Issued",2027-10-01,"GROVELAND MANOR MHC","YES GROVELAND MANOR LLC","13318 SOUTH DIXIE HWY, HOLLY MI 48442","48442","5050 S SYRACUSE ST., STE. 1200, DENVER, CO 80237","OAKLAND","2486349791","186","08/30/2023","JOSHUA SONNE","3034837300","businesslicensing@yescommunties.com",NA,NA
"309","1201370","Expired",2024-10-01,NA,"MONA LAKE MHP, LLC","3527 HOYT STREET, MUSKEGON HEIGHTS MI 48444","48444","827 E. NORTH AVE., GLENDALE HEIGHTS, IL 60139","MUSKEGON","2317339816","73","01/28/2016","RICHARD D COOPER","7738149669","doug@advocateconstruction.com",43.1887675,-86.2406574
"310","1200994","Issued",2027-10-01,NA,"ROBERT C BOSSMAN","GARNER DRIVE, IMLAY CITY, MI 48444","48444","PO BOX 385, IMLAY CITY, MI 48444","LAPEER","8104447008","12","09/15/1981","ROBERT C BOSSMAN","8104447008",NA,NA,NA
"311","1201785","Issued",2027-10-01,NA,"MAPLE GROVE MHP LLC","2070 S ALMONT AVE, IMLAY CITY MI 48444","48444","16925 GEORGINA, BEVERLY HILLS, MI 48025","LAPEER","8107242900","210","08/31/2020","LYNN GRANATA","2484109020","lynn@harmonycommunities.com",43.0053361,-83.0764913
"312","1200083","Issued",2027-10-01,NA,"CRESTVIEW MANOR","1485 RIDGEVIEW DR, LAPEER MI 48446","48446","1485 E RIDGEVIEW DR, LAPEER, MI 48446","LAPEER","8106644131","200","02/01/1979","BERNARD J MORGULEC","8106644131",NA,43.066426,-83.311661
"313","1200718","Issued",2027-10-01,NA,"LAPEER MEADOWS MHC LLC","1265 FARNSWORTH RD, LAPEER MI 48446","48446","4893 ROCHESTER RD, TROY, MI 48085","LAPEER","No Phone","230","07/13/1979","WILLIAM T CONNELL","8106645411",NA,43.0666768,-83.2961615
"314","1201203","Issued",2027-10-01,NA,"PINE LAKE INVESTORS LLC","110 PINE LAKE DRIVE, LAPEER, MI 48446","48446","65 MACOMB PLACE STE F, MT CLEMENS, MI 48043","LAPEER","No Phone","249","02/18/1999","NICK T RIZZO","586-228-1300",NA,NA,NA
"315","1201333","Issued",2027-10-01,NA,"PINE RIVER RIDGE LLC","25 PINE RIDGE, LAPEER, MI 48446","48446","25 PINE RIDGE DRIVE, LAPEER, MI 48446","LAPEER","248-410-9020","215","04/07/2009","LYNN GRANATA","6046692663",NA,43.0777839,-83.306161
"316","1202002","Issued",2027-10-01,"HUNTERS CREEK MANUFACTURED HOME COMMUNITY","CLEAR VIEW MHC HOLDINGS LLC","725 DEMILLE ROAD, LAPEER MI 48446","48446","4956 N. 300 W., STE. 200, PROVO, UT 84604","LAPEER","8106673098","402","01/24/2023","NATE NELSON","8013672703","MM@KMCMH.COM",43.047441,-83.3424903
"317","1202034","Issued",2027-10-01,NA,"NEIGHBORS OF WESTGATE TRAILS LLC","600 N SAGINAW ST SUITE A, LAPEER MI 48446","48446","606 N SAGINAW STREET, STE. A, LAPEER, MI 48446","BAY","9898997009","50","07/18/2023","ORENTHEUS LOWERY","8106607667","tina@tccmanagement.com",NA,NA
"318","1200150","Issued",2027-10-01,"SWARTZ CREEK MEADOWS","NEPTUNE ENTERPRISES LLC","4101 SHERIDAN ROAD, LENNON, MI 48449","48449","1070 NEPTUNE AVE, ENCINITAS, CA 92024","GENESEE","8106213850","608","02/02/1979","JAMES B MCINNIS","7607537481",NA,42.9704928,-83.9286778
"319","1200278","Issued",2027-10-01,"LAKEVIEW MOBILE HOME PARK","JMC COMMUNITIES INC","5767 MAIN STREET, LEXINGTON, MI 48450","48450","31550 NORTHWESTERN HWY., STE. 220, FARMINGTON HILLS, MI 48334","SANILAC","No Phone","38","03/20/1979","ANDREW MACHNACKI","248-865-0066","MSRECOMPLIANCE@MSHAPIROREALESTATE.COM",43.2626488,-82.5307681
"320","1200452","Issued",2027-10-01,"LEXINGTON NORTH SHORES","VILLAGE OF LEXINGTON","5203 MAIN STREET, LEXINGTON, MI 48450","48450","7227 HURON AVE STE 100, LEXINGTON, MI 48450","SANILAC","No Phone","232","04/13/1979","KRISTEN KAATZ","8103598631","manager@villageoflexington.com",43.2683366,-82.5309937
"321","1200844","Issued",2027-10-01,NA,"SANDPIPER ESTATES CO-OP INC","6103 LAKESHORE #36, LEXINGTON, MI 48450","48450","6103 LAKESHORE, LEXINGTON, MI 48450","SANILAC","8103597001","90","10/11/1979","ALLEN WILSON","8103597001","awilson36@att.net",NA,NA
"322","1201047","Issued",2027-10-01,NA,"SHIAWASSEE SHORES RETIREMENT PARK INC","1515 ROLSTON RD, LINDEN, MI 48451","48451","PO BOX 159, LINDEN, MI 48451","GENESEE","8107359003","280","01/14/1987","ROBERT HELBIG","8107351623",NA,42.8244931,-83.7875446
"323","1201624","Issued",2027-10-01,NA,"LOON LAKE ESTATES LLC","8 CRANE LAKE DRIVE, LINDEN MI 48451","48451","51 W CENTER STREET, STE. 600, OREM, UT 84057","GENESEE","4356591021","45","02/07/2019","GERALD VAN TASSELL","4356591021","gerald@havenparkmgmt.com",NA,NA
"324","1201645","Issued",2027-10-01,NA,"PINE RIDGE ACRES LLC","9348 SILVER LAKE ROAD, LINDEN MI 48451","48451","51 W CENTER ST., STE. 600, OREM, UT 84057","GENESEE","4356591021","196","03/12/2019","ROBISON PRATT","9155265308","gerald@havenparkmgmt.com",42.8113865,-83.7574959
"325","1201607","Issued",2027-10-01,NA,"PINE TERRACE MOBILE HOME ESTATES LP","PO BOX 272, MARLETTE MI 48453","48453","11459 MAYFIELD RD., STE. 327, CLEVELAND, OH 44106","SANILAC","586-214-1169","56","11/10/2018","KYLE DUELUND","5862141169",NA,NA,NA
"326","1201923","Issued",2027-10-01,NA,"CC IDEAL VILLA PROPERTY LLC","3660 S LAPEER ROAD, METAMORA MI 48455","48455","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","LAPEER","8106782292","168","03/22/2022","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com",42.9517397,-83.3138787
